"Market and Exchange Names","As of Date in Form YYMMDD","As of Date in Form YYYY-MM-DD","CFTC Contract Market Code","CFTC Market Code in Initials","CFTC Region Code","CFTC Commodity Code","Open Interest (All)","Noncommercial Positions-Long (All)","Noncommercial Positions-Short (All)","Noncommercial Positions-Spreading (All)","Commercial Positions-Long (All)","Commercial Positions-Short (All)"," Total Reportable Positions-Long (All)","Total Reportable Positions-Short (All)","Nonreportable Positions-Long (All)","Nonreportable Positions-Short (All)","Open Interest (Old)","Noncommercial Positions-Long (Old)","Noncommercial Positions-Short (Old)","Noncommercial Positions-Spreading (Old)","Commercial Positions-Long (Old)","Commercial Positions-Short (Old)","Total Reportable Positions-Long (Old)","Total Reportable Positions-Short (Old)","Nonreportable Positions-Long (Old)","Nonreportable Positions-Short (Old)","Open Interest (Other)","Noncommercial Positions-Long (Other)","Noncommercial Positions-Short (Other)","Noncommercial Positions-Spreading (Other)","Commercial Positions-Long (Other)","Commercial Positions-Short (Other)","Total Reportable Positions-Long (Other)","Total Reportable Positions-Short (Other)","Nonreportable Positions-Long (Other)","Nonreportable Positions-Short (Other)","Change in Open Interest (All)","Change in Noncommercial-Long (All)","Change in Noncommercial-Short (All)","Change in Noncommercial-Spreading (All)","Change in Commercial-Long (All)","Change in Commercial-Short (All)","Change in Total Reportable-Long (All)","Change in Total Reportable-Short (All)","Change in Nonreportable-Long (All)","Change in Nonreportable-Short (All)","% of Open Interest (OI) (All)","% of OI-Noncommercial-Long (All)","% of OI-Noncommercial-Short (All)","% of OI-Noncommercial-Spreading (All)","% of OI-Commercial-Long (All)","% of OI-Commercial-Short (All)","% of OI-Total Reportable-Long (All)","% of OI-Total Reportable-Short (All)","% of OI-Nonreportable-Long (All)","% of OI-Nonreportable-Short (All)","% of Open Interest (OI)(Old)","% of OI-Noncommercial-Long (Old)","% of OI-Noncommercial-Short (Old)","% of OI-Noncommercial-Spreading (Old)","% of OI-Commercial-Long (Old)","% of OI-Commercial-Short (Old)","% of OI-Total Reportable-Long (Old)","% of OI-Total Reportable-Short (Old)","% of OI-Nonreportable-Long (Old)","% of OI-Nonreportable-Short (Old)","% of Open Interest (OI) (Other)","% of OI-Noncommercial-Long (Other)","% of OI-Noncommercial-Short (Other)","% of OI-Noncommercial-Spreading (Other)","% of OI-Commercial-Long (Other)","% of OI-Commercial-Short (Other)","% of OI-Total Reportable-Long (Other)","% of OI-Total Reportable-Short (Other)","% of OI-Nonreportable-Long (Other)","% of OI-Nonreportable-Short (Other)","Traders-Total (All)","Traders-Noncommercial-Long (All)","Traders-Noncommercial-Short (All)","Traders-Noncommercial-Spreading (All)","Traders-Commercial-Long (All)","Traders-Commercial-Short (All)","Traders-Total Reportable-Long (All)","Traders-Total Reportable-Short (All)","Traders-Total (Old)","Traders-Noncommercial-Long (Old)","Traders-Noncommercial-Short (Old)","Traders-Noncommercial-Spreading (Old)","Traders-Commercial-Long (Old)","Traders-Commercial-Short (Old)","Traders-Total Reportable-Long (Old)","Traders-Total Reportable-Short (Old)","Traders-Total (Other)","Traders-Noncommercial-Long (Other)","Traders-Noncommercial-Short (Other)","Traders-Noncommercial-Spreading (Other)","Traders-Commercial-Long (Other)","Traders-Commercial-Short (Other)","Traders-Total Reportable-Long (Other)","Traders-Total Reportable-Short (Other)","Concentration-Gross LT = 4 TDR-Long (All)","Concentration-Gross LT =4 TDR-Short (All)","Concentration-Gross LT =8 TDR-Long (All)","Concentration-Gross LT =8 TDR-Short (All)","Concentration-Net LT =4 TDR-Long (All)","Concentration-Net LT =4 TDR-Short (All)","Concentration-Net LT =8 TDR-Long (All)","Concentration-Net LT =8 TDR-Short (All)","Concentration-Gross LT =4 TDR-Long (Old)","Concentration-Gross LT =4 TDR-Short (Old)","Concentration-Gross LT =8 TDR-Long (Old)","Concentration-Gross LT =8 TDR-Short (Old)","Concentration-Net LT =4 TDR-Long (Old)","Concentration-Net LT =4 TDR-Short (Old)","Concentration-Net LT =8 TDR-Long (Old)","Concentration-Net LT =8 TDR-Short (Old)","Concentration-Gross LT =4 TDR-Long (Other)","Concentration-Gross LT =4 TDR-Short(Other)","Concentration-Gross LT =8 TDR-Long (Other)","Concentration-Gross LT =8 TDR-Short(Other)","Concentration-Net LT =4 TDR-Long (Other)","Concentration-Net LT =4 TDR-Short (Other)","Concentration-Net LT =8 TDR-Long (Other)","Concentration-Net LT =8 TDR-Short (Other)","Contract Units","CFTC Contract Market Code (Quotes)","CFTC Market Code in Initials (Quotes)","CFTC Commodity Code (Quotes)"
"WHEAT-HRSpring - MINNEAPOLIS GRAIN EXCHANGE",240109,2024-01-09,001626,MGE ,00,001 ,   63674,    2918,   30860,   10395,   40908,   11675,   54222,   52930,    9452,   10743,   58229,    3868,   30866,    9296,   36017,    8698,   49181,   48860,    9048,    9369,    5445,      64,    1008,      86,    4891,    2977,    5041,    4070,     404,    1374,    4094,     480,    1804,     769,    2714,    1195,    3963,    3768,     130,     326,  100.0,    4.6,   48.5,   16.3,   64.2,   18.3,   85.2,   83.1,   14.8,   16.9,  100.0,    6.6,   53.0,   16.0,   61.9,   14.9,   84.5,   83.9,   15.5,   16.1,  100.0,    1.2,   18.5,    1.6,   89.8,   54.7,   92.6,   74.8,    7.4,   25.2,    114,     16,     31,     22,     57,     41,     85,     85,    114,     19,     31,     21,     57,     38,     84,     82,     51,      2,     11,      6,     21,     23,     28,     35,    20.4,    26.8,    33.9,    38.2,    17.8,    25.4,    27.0,    34.1,    22.2,    29.2,    34.7,    41.2,    19.3,    27.8,    28.0,    37.3,    59.8,    30.9,    78.0,    47.7,    59.8,    27.4,    76.4,    42.1,"(CONTRACTS OF 5,000 BUSHELS)","001626","MGE ","001 "
"WHEAT-HRSpring - MINNEAPOLIS GRAIN EXCHANGE",240102,2024-01-02,001626,MGE ,00,001 ,   59580,    2438,   29056,    9627,   38194,   10480,   50258,   49162,    9321,   10418,   54624,    3303,   28987,    8411,   34142,    8039,   45856,   45438,    8768,    9187,    4955,      63,     996,     288,    4051,    2441,    4402,    3724,     553,    1231,     -64,    -316,    -561,     392,    -833,    -454,    -757,    -623,     693,     559,  100.0,    4.1,   48.8,   16.2,   64.1,   17.6,   84.4,   82.5,   15.6,   17.5,  100.0,    6.0,   53.1,   15.4,   62.5,   14.7,   83.9,   83.2,   16.1,   16.8,  100.0,    1.3,   20.1,    5.8,   81.8,   49.3,   88.8,   75.2,   11.2,   24.8,    107,     14,     32,     18,     49,     38,     73,     81,    107,     17,     32,     18,     49,     35,     73,     78,     49,      2,     13,      7,     18,     20,     26,     34,    21.0,    27.5,    34.3,    39.7,    19.3,    26.0,    28.2,    34.0,    22.8,    29.9,    34.7,    42.9,    20.3,    28.3,    29.0,    37.1,    57.7,    32.8,    73.6,    49.5,    57.7,    28.1,    71.9,    41.6,"(CONTRACTS OF 5,000 BUSHELS)","001626","MGE ","001 "
"CORN - CHICAGO BOARD OF TRADE",240213,2024-02-13,002602,CBT ,00,002 , 2038849,  274466,  531790,  719514,  845325,  554937, 1839306, 1806241,  199543,  232607, 1605347,  308560,  562437,  451624,  677573,  436138, 1437757, 1450200,  167590,  155147,  433502,  122332,  125778,  111465,  167752,  118799,  401549,  356042,   31953,   77460,   42854,    8484,   21304,   35069,     -16,  -18282,   43537,   38091,    -683,    4764,  100.0,   13.5,   26.1,   35.3,   41.5,   27.2,   90.2,   88.6,    9.8,   11.4,  100.0,   19.2,   35.0,   28.1,   42.2,   27.2,   89.6,   90.3,   10.4,    9.7,  100.0,   28.2,   29.0,   25.7,   38.7,   27.4,   92.6,   82.1,    7.4,   17.9,    774,    134,    185,    219,    373,    348,    640,    639,    752,    136,    182,    200,    364,    317,    618,    589,    494,     91,     80,     72,    163,    263,    286,    383,     8.9,     9.8,    15.5,    16.7,     7.4,     7.7,    11.3,    11.9,    10.4,    11.2,    17.6,    18.4,     9.1,    10.1,    14.2,    15.2,    19.2,    20.0,    29.3,    29.6,    16.8,    17.7,    22.9,    22.2,"(CONTRACTS OF 5,000 BUSHELS)","002602","CBT ","002 "
"CORN - CHICAGO BOARD OF TRADE",240206,2024-02-06,002602,CBT ,00,002 , 1995994,  265982,  510487,  684445,  845341,  573219, 1795769, 1768151,  200226,  227844, 1598726,  298443,  536722,  438179,  692332,  465560, 1428953, 1440461,  169772,  158264,  397269,  113858,  120083,   99948,  153009,  107659,  366815,  327690,   30454,   69579,   32163,   15539,   18775,    5711,    6204,    1778,   27454,   26264,    4709,    5899,  100.0,   13.3,   25.6,   34.3,   42.4,   28.7,   90.0,   88.6,   10.0,   11.4,  100.0,   18.7,   33.6,   27.4,   43.3,   29.1,   89.4,   90.1,   10.6,    9.9,  100.0,   28.7,   30.2,   25.2,   38.5,   27.1,   92.3,   82.5,    7.7,   17.5,    775,    141,    173,    213,    376,    355,    643,    640,    756,    142,    177,    196,    368,    326,    622,    595,    481,     85,     79,     70,    154,    258,    270,    376,     9.1,     9.6,    16.0,    16.7,     7.4,     7.5,    11.4,    11.5,    10.7,    10.8,    17.8,    18.2,     9.0,     9.3,    14.2,    14.8,    19.4,    20.8,    29.2,    30.5,    17.2,    18.8,    23.2,    23.1,"(CONTRACTS OF 5,000 BUSHELS)","002602","CBT ","002 "
"CORN - CHICAGO BOARD OF TRADE",240130,2024-01-30,002602,CBT ,00,002 , 1963831,  250443,  491712,  678734,  839137,  571441, 1768314, 1741887,  195517,  221944, 1598625,  287720,  524062,  448319,  695251,  470612, 1431290, 1442993,  167336,  155632,  365206,  108495,  113421,   84643,  143886,  100829,  337025,  298894,   28181,   66313,    5601,   12478,   22003,   -5490,   -3995,   -8754,    2993,    7758,    2608,   -2157,  100.0,   12.8,   25.0,   34.6,   42.7,   29.1,   90.0,   88.7,   10.0,   11.3,  100.0,   18.0,   32.8,   28.0,   43.5,   29.4,   89.5,   90.3,   10.5,    9.7,  100.0,   29.7,   31.1,   23.2,   39.4,   27.6,   92.3,   81.8,    7.7,   18.2,    774,    130,    190,    213,    368,    347,    636,    635,    756,    130,    195,    195,    358,    321,    612,    595,    473,     95,     69,     69,    150,    248,    269,    362,     9.3,    10.0,    16.2,    17.2,     7.3,     7.4,    11.4,    11.4,    10.6,    11.7,    17.3,    19.0,     8.9,     9.6,    14.1,    15.2,    19.1,    21.4,    28.9,    30.9,    17.4,    19.8,    24.2,    24.2,"(CONTRACTS OF 5,000 BUSHELS)","002602","CBT ","002 "
"CORN - CHICAGO BOARD OF TRADE",240123,2024-01-23,002602,CBT ,00,002 , 1958230,  237965,  469709,  684224,  843132,  580195, 1765321, 1734128,  192909,  224102, 1612320,  275338,  504673,  462651,  707498,  485681, 1445487, 1453005,  166833,  159315,  345910,  103048,  105458,   81151,  135634,   94514,  319834,  281124,   26076,   64786,  105899,     568,    6338,   62840,   39411,   40528,  102819,  109706,    3080,   -3808,  100.0,   12.2,   24.0,   34.9,   43.1,   29.6,   90.1,   88.6,    9.9,   11.4,  100.0,   17.1,   31.3,   28.7,   43.9,   30.1,   89.7,   90.1,   10.3,    9.9,  100.0,   29.8,   30.5,   23.5,   39.2,   27.3,   92.5,   81.3,    7.5,   18.7,    780,    142,    172,    219,    366,    356,    642,    643,    764,    134,    190,    201,    357,    334,    618,    610,    468,     90,     71,     68,    144,    245,    260,    358,     8.6,     9.5,    15.2,    16.1,     6.5,     7.2,    10.6,    10.7,    10.1,    10.2,    16.3,    17.0,     8.1,     8.6,    12.7,    13.6,    18.5,    20.4,    28.9,    30.3,    16.6,    18.8,    23.6,    23.3,"(CONTRACTS OF 5,000 BUSHELS)","002602","CBT ","002 "
"CORN - CHICAGO BOARD OF TRADE",240116,2024-01-16,002602,CBT ,00,002 , 1852331,  237397,  463371,  621384,  803721,  539667, 1662502, 1624422,  189829,  227909, 1533199,  259138,  491122,  427847,  680642,  450038, 1367626, 1369006,  165573,  164193,  319132,  105358,   99347,   66439,  123079,   89629,  294876,  255416,   24256,   63716,  138434,   -6400,   30093,   68291,   72686,   26368,  134578,  124753,    3856,   13681,  100.0,   12.8,   25.0,   33.5,   43.4,   29.1,   89.8,   87.7,   10.2,   12.3,  100.0,   16.9,   32.0,   27.9,   44.4,   29.4,   89.2,   89.3,   10.8,   10.7,  100.0,   33.0,   31.1,   20.8,   38.6,   28.1,   92.4,   80.0,    7.6,   20.0,    773,    144,    178,    214,    355,    344,    626,    635,    757,    136,    194,    198,    343,    324,    600,    605,    456,     91,     70,     63,    129,    238,    244,    348,     8.7,     9.5,    15.0,    15.9,     6.7,     7.2,    11.1,    10.8,    10.3,    10.0,    16.1,    16.2,     8.4,     8.6,    13.4,    13.7,    18.3,    20.2,    28.8,    30.2,    17.1,    19.5,    25.1,    24.9,"(CONTRACTS OF 5,000 BUSHELS)","002602","CBT ","002 "
"CORN - CHICAGO BOARD OF TRADE",240109,2024-01-09,002602,CBT ,00,002 , 1713898,  243797,  433278,  553093,  731035,  513299, 1527925, 1499670,  185973,  214228, 1431433,  260763,  454743,  388760,  618778,  430829, 1268302, 1274332,  163131,  157101,  282465,   97961,   93462,   49406,  112257,   82469,  259623,  225338,   22842,   57128,  112551,    -488,   25126,   62710,   43769,   24429,  105991,  112264,    6560,     287,  100.0,   14.2,   25.3,   32.3,   42.7,   29.9,   89.1,   87.5,   10.9,   12.5,  100.0,   18.2,   31.8,   27.2,   43.2,   30.1,   88.6,   89.0,   11.4,   11.0,  100.0,   34.7,   33.1,   17.5,   39.7,   29.2,   91.9,   79.8,    8.1,   20.2,    762,    150,    157,    204,    355,    340,    618,    616,    744,    139,    173,    187,    348,    319,    597,    584,    439,     83,     66,     55,    117,    240,    221,    341,     8.4,     9.8,    14.6,    16.1,     6.4,     7.7,    11.2,    11.9,     9.7,     9.9,    16.0,    16.4,     8.0,     8.9,    13.4,    14.4,    17.9,    20.8,    29.1,    29.7,    17.3,    20.1,    26.7,    26.5,"(CONTRACTS OF 5,000 BUSHELS)","002602","CBT ","002 "
"CORN - CHICAGO BOARD OF TRADE",240102,2024-01-02,002602,CBT ,00,002 , 1601347,  244285,  408152,  490383,  687266,  488870, 1421934, 1387405,  179413,  213941, 1349324,  261126,  428431,  344855,  585644,  414370, 1191626, 1187655,  157698,  161669,  252023,   87412,   83975,   41275,  101622,   74500,  230308,  199750,   21714,   52272,   68024,   -8723,   12415,   43905,   32774,    2449,   67956,   58769,      68,    9255,  100.0,   15.3,   25.5,   30.6,   42.9,   30.5,   88.8,   86.6,   11.2,   13.4,  100.0,   19.4,   31.8,   25.6,   43.4,   30.7,   88.3,   88.0,   11.7,   12.0,  100.0,   34.7,   33.3,   16.4,   40.3,   29.6,   91.4,   79.3,    8.6,   20.7,    739,    132,    159,    191,    345,    334,    595,    597,    723,    131,    172,    177,    336,    316,    573,    572,    416,     76,     59,     49,    113,    232,    208,    322,     8.4,     9.2,    14.7,    15.3,     7.1,     7.6,    12.0,    12.1,     9.8,     9.0,    16.3,    15.1,     8.5,     8.6,    14.0,    13.3,    16.9,    21.8,    28.1,    30.4,    16.3,    21.2,    26.0,    27.8,"(CONTRACTS OF 5,000 BUSHELS)","002602","CBT ","002 "
"OATS - CHICAGO BOARD OF TRADE",240116,2024-01-16,004603,CBT ,00,004 ,    3556,     452,     880,     177,    1437,    1650,    2066,    2707,    1490,     850,    3417,     452,     820,     177,    1413,    1615,    2042,    2612,    1375,     806,     139,       0,      60,       0,      24,      35,      24,      95,     115,      44,.,.,.,.,.,.,.,.,.,.,  100.0,   12.7,   24.7,    5.0,   40.4,   46.4,   58.1,   76.1,   41.9,   23.9,  100.0,   13.2,   24.0,    5.2,   41.4,   47.3,   59.8,   76.4,   40.2,   23.6,  100.0,    0.0,   43.2,    0.0,   17.3,   25.2,   17.3,   68.3,   82.7,   31.7,     22,      5,      7,      4,      6,      6,     13,     15,     22,      5,      7,      4,      6,      6,     13,     15,      3,      0,      1,      0,      2,      2,      2,      3,    37.3,    42.4,    50.2,    62.7,    21.2,    32.4,    31.5,    46.1,    38.1,    43.3,    51.5,    62.9,    21.8,    33.7,    32.4,    47.3,    17.3,    68.3,    17.3,    68.3,    10.1,    61.2,    10.1,    61.2,"(CONTRACTS OF 5,000 BUSHELS)","004603","CBT ","004 "
"SOYBEANS - CHICAGO BOARD OF TRADE",240213,2024-02-13,005602,CBT ,00,005 , 1005227,   86377,  240908,  345448,  512754,  346263,  944578,  932619,   60649,   72608,  820101,   89575,  203425,  270416,  409448,  293636,  769440,  767477,   50661,   52624,  185125,   30353,   71036,   41479,  103305,   52627,  175138,  165142,    9987,   19983,   13790,    7797,    6770,   -2186,    8949,   10154,   14560,   14739,    -770,    -949,  100.0,    8.6,   24.0,   34.4,   51.0,   34.4,   94.0,   92.8,    6.0,    7.2,  100.0,   10.9,   24.8,   33.0,   49.9,   35.8,   93.8,   93.6,    6.2,    6.4,  100.0,   16.4,   38.4,   22.4,   55.8,   28.4,   94.6,   89.2,    5.4,   10.8,    554,    121,    186,    192,    204,    208,    451,    466,    544,    120,    177,    173,    195,    188,    431,    430,    315,     55,     87,     55,    101,    141,    190,    251,    12.0,    10.4,    20.3,    17.7,     7.8,     7.4,    13.3,    12.1,    12.4,    11.5,    21.0,    19.7,     7.5,     8.9,    13.5,    14.1,    15.8,    19.4,    27.8,    29.8,    13.9,    17.2,    24.3,    25.8,"(CONTRACTS OF 5,000 BUSHELS)","005602","CBT ","005 "
"SOYBEANS - CHICAGO BOARD OF TRADE",240206,2024-02-06,005602,CBT ,00,005 ,  991437,   78579,  234138,  347634,  503805,  336109,  930018,  917880,   61419,   73556,  821202,   81091,  195821,  281472,  406469,  289282,  769032,  766576,   52170,   54627,  170234,   26494,   67322,   37156,   97336,   46827,  160986,  151305,    9248,   18929,   35213,    2720,   22368,   23870,    4091,  -11589,   30681,   34649,    4532,     563,  100.0,    7.9,   23.6,   35.1,   50.8,   33.9,   93.8,   92.6,    6.2,    7.4,  100.0,    9.9,   23.8,   34.3,   49.5,   35.2,   93.6,   93.3,    6.4,    6.7,  100.0,   15.6,   39.5,   21.8,   57.2,   27.5,   94.6,   88.9,    5.4,   11.1,    559,    111,    190,    194,    204,    215,    450,    474,    550,    115,    180,    181,    194,    196,    431,    444,    315,     57,     80,     59,    101,    142,    192,    249,    11.3,     9.9,    19.1,    16.6,     7.5,     7.1,    13.1,    12.0,    11.5,    10.6,    19.5,    17.9,     7.3,     8.3,    13.4,    14.0,    15.7,    20.1,    28.2,    30.9,    14.0,    18.1,    25.1,    27.0,"(CONTRACTS OF 5,000 BUSHELS)","005602","CBT ","005 "
"SOYBEANS - CHICAGO BOARD OF TRADE",240130,2024-01-30,005602,CBT ,00,005 ,  956224,   75860,  211770,  323764,  499713,  347698,  899337,  883231,   56887,   72993,  800728,   75819,  171326,  268453,  407473,  305214,  751745,  744993,   48983,   55735,  155496,   23203,   63606,   32148,   92241,   42483,  147592,  138238,    7903,   17257,   24833,    -368,   30272,   -1390,   26242,   -2992,   24485,   25890,     348,   -1057,  100.0,    7.9,   22.1,   33.9,   52.3,   36.4,   94.1,   92.4,    5.9,    7.6,  100.0,    9.5,   21.4,   33.5,   50.9,   38.1,   93.9,   93.0,    6.1,    7.0,  100.0,   14.9,   40.9,   20.7,   59.3,   27.3,   94.9,   88.9,    5.1,   11.1,    559,    105,    198,    195,    207,    211,    452,    474,    548,    110,    185,    182,    195,    192,    431,    442,    319,     48,     89,     60,    101,    146,    192,    256,    10.5,    10.0,    18.9,    16.3,     7.2,     7.5,    13.0,    12.0,    10.7,    10.4,    19.3,    17.2,     7.5,     8.7,    13.4,    13.8,    15.1,    21.1,    27.9,    32.4,    13.6,    19.1,    25.3,    28.5,"(CONTRACTS OF 5,000 BUSHELS)","005602","CBT ","005 "
"SOYBEANS - CHICAGO BOARD OF TRADE",240123,2024-01-23,005602,CBT ,00,005 ,  931391,   76228,  181498,  325153,  473471,  350690,  874853,  857341,   56538,   74050,  787759,   74460,  138348,  276723,  387438,  315547,  738620,  730618,   49139,   57141,  143632,   20542,   61924,   29657,   86034,   35143,  136232,  126724,    7400,   16908,   56888,   -4551,    8091,   37851,   22314,   11971,   55615,   57914,    1273,   -1026,  100.0,    8.2,   19.5,   34.9,   50.8,   37.7,   93.9,   92.0,    6.1,    8.0,  100.0,    9.5,   17.6,   35.1,   49.2,   40.1,   93.8,   92.7,    6.2,    7.3,  100.0,   14.3,   43.1,   20.6,   59.9,   24.5,   94.8,   88.2,    5.2,   11.8,    570,    127,    167,    194,    215,    225,    462,    480,    560,    127,    163,    181,    202,    209,    438,    453,    308,     47,     75,     59,     96,    149,    180,    251,    11.2,    10.3,    19.9,    17.2,     7.1,     7.5,    12.8,    12.2,    11.5,    10.8,    20.5,    18.1,     7.1,     8.6,    12.8,    13.8,    15.1,    18.8,    27.9,    29.0,    13.5,    16.4,    25.6,    24.6,"(CONTRACTS OF 5,000 BUSHELS)","005602","CBT ","005 "
"SOYBEANS - CHICAGO BOARD OF TRADE",240116,2024-01-16,005602,CBT ,00,005 ,  874503,   80778,  173407,  287302,  451157,  338719,  819237,  799427,   55265,   75075,  744066,   78980,  132849,  246188,  371014,  306905,  696182,  685942,   47885,   58125,  130437,   19924,   58683,   22989,   80143,   31814,  123056,  113486,    7381,   16951,   40876,  -15937,   41017,   27222,   32509,  -28210,   43795,   40029,   -2919,     847,  100.0,    9.2,   19.8,   32.9,   51.6,   38.7,   93.7,   91.4,    6.3,    8.6,  100.0,   10.6,   17.9,   33.1,   49.9,   41.2,   93.6,   92.2,    6.4,    7.8,  100.0,   15.3,   45.0,   17.6,   61.4,   24.4,   94.3,   87.0,    5.7,   13.0,    560,    111,    180,    186,    211,    223,    444,    478,    551,    115,    171,    172,    201,    209,    422,    453,    296,     46,     71,     56,     94,    143,    179,    234,    11.0,    11.0,    19.8,    17.5,     7.9,     8.3,    14.1,    13.3,    11.3,    11.7,    20.6,    18.8,     8.1,     9.5,    14.0,    14.9,    16.4,    20.9,    29.9,    31.8,    14.6,    18.4,    27.9,    27.2,"(CONTRACTS OF 5,000 BUSHELS)","005602","CBT ","005 "
"SOYBEANS - CHICAGO BOARD OF TRADE",240109,2024-01-09,005602,CBT ,00,005 ,  833627,   96715,  132390,  260080,  418648,  366929,  775443,  759398,   58184,   74229,  713261,   91883,   98339,  224328,  346088,  332532,  662298,  655199,   50962,   58062,  120366,   22421,   51639,   18164,   72560,   34397,  113144,  104200,    7222,   16167,   44148,   -1633,   16805,   26288,   18056,   -1818,   42711,   41276,    1437,    2873,  100.0,   11.6,   15.9,   31.2,   50.2,   44.0,   93.0,   91.1,    7.0,    8.9,  100.0,   12.9,   13.8,   31.5,   48.5,   46.6,   92.9,   91.9,    7.1,    8.1,  100.0,   18.6,   42.9,   15.1,   60.3,   28.6,   94.0,   86.6,    6.0,   13.4,    545,    118,    164,    182,    206,    221,    434,    465,    535,    124,    151,    165,    198,    209,    414,    439,    290,     44,     76,     51,     88,    136,    169,    228,    11.6,    11.6,    19.8,    20.3,     8.1,    10.1,    14.4,    15.8,    12.3,    13.0,    21.2,    22.6,     8.6,    11.7,    15.3,    17.8,    17.3,    20.7,    32.1,    31.3,    16.1,    19.5,    30.6,    28.0,"(CONTRACTS OF 5,000 BUSHELS)","005602","CBT ","005 "
"SOYBEANS - CHICAGO BOARD OF TRADE",240102,2024-01-02,005602,CBT ,00,005 ,  789479,   98348,  115585,  233792,  400592,  368747,  732732,  718123,   56747,   71356,  674973,   93427,   87359,  198956,  332716,  332964,  625099,  619279,   49874,   55694,  114506,   23629,   46933,   16128,   67876,   35783,  107633,   98844,    6873,   15663,   36774,     870,   13477,   28940,   14935,   -3838,   44745,   38579,   -7971,   -1805,  100.0,   12.5,   14.6,   29.6,   50.7,   46.7,   92.8,   91.0,    7.2,    9.0,  100.0,   13.8,   12.9,   29.5,   49.3,   49.3,   92.6,   91.7,    7.4,    8.3,  100.0,   20.6,   41.0,   14.1,   59.3,   31.2,   94.0,   86.3,    6.0,   13.7,    531,    126,    145,    173,    204,    214,    427,    446,    522,    134,    133,    156,    196,    201,    410,    417,    275,     41,     75,     47,     81,    126,    155,    217,    11.6,    11.9,    20.4,    21.1,     8.2,    10.6,    14.4,    16.4,    12.2,    13.8,    21.2,    23.6,     8.4,    12.4,    15.2,    19.0,    19.6,    20.7,    34.2,    31.6,    18.2,    20.0,    32.6,    28.2,"(CONTRACTS OF 5,000 BUSHELS)","005602","CBT ","005 "
